ID|German_Text|German_StageDir
3c7069e7|Reaper I|
3c6da695|Die gesamte Stadt Goliet sieht dich ab jetzt als Erzfeind an.|
3c6c0a6f|Einsiedler|
3c6c0a6e|Einsiedler|
3c656894|Notiz an mich|
3c5dbf0f|Meisterliches Akolythenschwert der Kleriker. Höchst effizient durch PSI-Verbesserung.|
3c5b9309|Meisterlicher Dualhammer der Kleriker. Verteilt maximal-effiziente Stromschläge.|
3c54ffa1|Mit der Magie bist du besser vorsichtig!|Spieler hat gefährliche Magie - ich bin vorsichtig
3c53895d|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei William, wenn du nicht noch mehr Ärger willst.|
3c535b50|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Reinhold, wenn du nicht noch mehr Ärger willst.|
3c5349dc|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Ragnar, wenn du nicht noch mehr Ärger willst.|
3c53389a|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Alois, wenn du nicht noch mehr Ärger willst.|
3c4deae8|Trotz ihrer harten Schale und ihren übermächtigen magischen Kräften verzauberte diese Berserkerin durch ihre besonders ausgeprägte Fürsorge und Herzlichkeit stets ihre gesamte Umgebung.|
3c4ba68e|Überlegenes Akolythenschwert der Kleriker. PSI-Verbesserung vorgenommen.|
3c46c65b|Meisterlicher Feuerschlägel der Berserker. Extrem tödliche Kriegswaffe.|
3c45bb01|Duras|
3c40202d|Abessa den Outlaws|
3c398e0d|Verbessertes Akolythenschwert der Kleriker. PSI-Spezifizierung.|
3c32ee90|Fenk will, dass ich Jorg dazu überrede, dass er den Klerikern berichtet, dass er sie zu Unrecht beschuldigt hat. |
3c2f206e|Abessa den Klerikern|
3c278890|Im Dienste der Warlords|
3c276946|Ich muss dann mal wieder...|NPC verlässt SmallTalk Gruppe
3c25f1d1|Nun verschwinde doch endlich!!!|zweite Reaktion, Feigling wird von Monster bedroht
3c229dea|Du hast ja so gut wie nichts in den Taschen!|
3c18a2ba|Chitinpanzer|
3c0d4b21|Erkenntnisse|
3c024f5d|Wenig schien diesen ehemaligen Commander der Albs davon abzubringen, sein altes Leben im Eisland wiederzufinden und seinen ursprünglichen Plan auszuführen.|
3bfb110f|Folge Artag|
3be88dbe|Verflucht sollt ihr sein|
3be4327c|Du hast hier nichts verloren. Verschwinde!|erste Warnung, wirft Spieler raus (In einer AIZone)
3be31882|Das lässt du lieber.|1. Warnung. Nimm die PSI Kraft runter
3bde62bb|Handelsverbot|
3bdb871d|Ersatzteil für einen Gleiter.|
3bdb2f0e|Energie-Dualhammer I|
3bd5a451|Lass dir nicht einfallen hier was zu klauen, klar!|Spieler in meinem Raum, ich bin misstrauisch
3bd5a450|Suchst du was?|Spieler in meinem Raum, ich bin misstrauisch
3bd5a44f|Was machst du hier?|Spieler in meinem Raum, ich bin misstrauisch
3bd4f56f|Verbrauchbarer Albzauber der Machtwelle.|
3bd1737c|Verbrauchbarer Albzauber des Machtstoßes.|
3bd0f0e3||ich werde getroffen - kurzes, hartes Ächzen
3bd0f0e2||ich werde getroffen - kurzes, hartes Ächzen
3bd0f0e1||ich werde getroffen - kurzes, hartes Ächzen
3bd0f0e0||ich werde getroffen - kurzes, hartes Ächzen
3bd0f0df||ich werde getroffen - kurzes, hartes Ächzen
3bc978d0|Dunkles Leder|
3bc2b54c|Blut-Fäustel I|
3bbf915c|Ich habe einen Zettel aus der Auftragstruhe der Krallen genommen. Darauf finde ich Hinweise für Dinge, die in ihrem Interesse zu erledigen sind.|
3bbbd532|Deine Geschichte|
3bb35cfd|Hausregeln|
3bad0763|Das wertvolle Zeug brauchst du nicht mehr...|
3ba65251||
3b98ceb3|Technische Waffen bauen|
3b97ae4b|Gesockeltes Hornschwert III|
3b948692|Ornirs Ableben wird den Berserkern nicht gefallen.|
3b9201b3|Albwaffen|
3b877f10|Na wer sagts denn.|Feind wurde getötet. Nach dem Kampf. (NPC und Mpnster)
3b877f0f|Ich bin der Beste.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
3b877f0e|So kanns gehen.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
3b84d4f6|Gesockeltes Schrottbeil III|
3b800756||Ich pariere. Schnaufen etc
3b800755||Ich pariere. Schnaufen etc
3b800754||Ich pariere. Schnaufen etc
3b800753||Ich pariere. Schnaufen etc
3b800752||Ich pariere. Schnaufen etc
3b692903|Ich sagte raus hier!|zweite Warnung, wirft Spieler raus (Nicht unbedingt aus einem Haus)
3b5d1c4a|Gut.|Alles klar/Mach ich
3b5d1c49|Klar doch.|Alles klar/Mach ich
3b5d1c48|In Ordnung.|Alles klar/Mach ich
3b580f00|Eine dritte Warnung gebe ich nicht.|Spieler hat nicht auf Warnung gehört, wird angegriffen
3b540aef|Einsiedler|
3b53547e|Knecht|
3b53547d|Knecht|
3b53547c|Bauer|
3b511aba|Anleitung Ring der Kraft|
3b4c248e|Argors Ableben wird den Berserkern nicht gefallen.|
3b4c169e|Guter Schlag!|
3b4ac1b7|Logan|
3b41f497|Mentale Fessel|
3b3ef4be||ich werde getroffen - kurzes, hartes Ächzen
3b3ef4bd||ich werde getroffen - kurzes, hartes Ächzen
3b3ef4bc||ich werde getroffen - kurzes, hartes Ächzen
3b3ef4bb||ich werde getroffen - kurzes, hartes Ächzen
3b3ef4ba||ich werde getroffen - kurzes, hartes Ächzen
3b3524fb|Splitterrakete|
3b301db8|Bewirkt eine Zeit lang einen höheren Handwerkswert.|
3b280453|Ersatzteil für einen Gleiter.|
3b26754e|Ich wiederhole mich nicht gerne. Verschwinde!|zweite Warnung, vertreibt Einringling, open air
3b243f8b|Lass mich nur machen.|ich helfe einem Freund gegen einen Feind oder ein Monster
3b243f8a|Den machen wir Platt!|ich helfe einem Freund gegen einen Feind oder ein Monster
3b243f89|Ich komme!|ich helfe einem Freund gegen einen Feind oder ein Monster
3b12d948|Alrik bat mich, sie in Drogs Truhe zu deponieren.|
3b0910b6|Du kannst im Tutorial keine Ausrüstung verstauen.|
3b06890d||
3b0021df|Ein Fuß in die Tür|
3aff73bf|Eine alte Karte|
3afeff9b|Strahlungsgeschoss|
3aec52ea|Gehst du endlich oder muss ich deutlicher werden?|zweite Warnung, vertreibt Einringling, open air
3ae99f1b|Dreckiger Dieb!|greift einen Dieb an
3ae8e5b4|Detlef will, dass ich das Unkraut auf dem Feld beseitige.|
3ae27d7d|Suchst du was?|Spieler in meinem Raum, ich bin misstrauisch
3ae27d7c|Lass dir nicht einfallen etwas zu klauen.|Spieler in meinem Raum, ich bin misstrauisch
3ae27d7b|Ich sehe dich.|Spieler in meinem Raum, ich bin misstrauisch
3ae0dd44|Achtung Granate!|NPC wirft Handgranate (Der Werfer ruft)
3ade9f0f|Waffenhandel|
3adba793||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
3adba792||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
3adba791||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
3adba790||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
3acf72c9|Rat hat mich gebeten, Blakes Sachen zu durchwühlen.|
3ac8061d|Prepare Harley for CSGlidersLastFlight|
3ac80605|Sicherheits-Code 7392 eingeben.|
3ac80604|Start CSPlayerSeemsToBeNoRealAlb|
3ac80603|Start CSWardekAgainstElexetors|
3ac80602|Start CSPlayersGliderRepair|
3ac80601|Start CSPlayersGliderRepair|
3ac80600|Start CSZardomMeetsTarek|
3ac805ff|Start CSVisionKallaxMyBrother|
3ac805fe|Start CSVisionSoldiersWarning|
3ac805fd|Start CSVisionBadAlbCommander|
3ac805e2|Start CSPlayerJoinOUT|
3ac805e1|Start CSKillWeakestElexetor|
3ac805e0|Start CSPlayerJoinKLE|
3ac805df|Start CSTomsReconversion|
3ac805de|Start CSRayShowsWaltersHideout|
3ac805dd|Start CSRayShowsJacksonsHideout|
3ac805dc|Start CSRayShowsBombysHideout|
3ac805db|Start CSRayShowsMasonsHideout|
3ac805c3|Start CSRayShowsLeosHideout|
3ac805c2|Start CSPlayerJoinBSK|
3ac805c1|Start CS_FalkMeetsKonrad|
3ac805c0|Start CSConverterDown_XACW|
3ac805bf|Start CSConverterDown_XACE|
3ac805be|Start CSConverterDown_TAV|
3ac805bd|Start CSConverterDown_IGN|
3ac805bc|Start CSConverterDown_ABEN|
3ac805bb|Start CSConverterDown_ABES|
3ac805ba|Start CSThoraldIcepalaceBattleSetup|
3ac802ab|Start CSUlbrichtBattleSetup|
3ac802aa|Start CSCajasPunishTeleport|
3ac802a9|Start CSDawkinsMutation|
3ac802a8|Start CSTheBastard|
3ac802a7|Start CSChapterChange4|
3ac802a6|Start CSMyCampPresentation|
3ac802a5|Start CSChapterChange3|
3ac802a4|Start CSChapterChange2|
3ac802a3|Start CSPlayerOpenedSewerTrapdoorCLA|
3ac802a2|Start CSNastysLocation4|
3ac8028a|Start CSNastysLocation3|
3ac80289|Start CSNastysLocation2|
3ac80288|Start CSNastysLocation1|
3ac80287|Start CSRomanceNasty|
3ac80286|Start CSShowdownWithKallax|
3ac80285|Start CSKallaxTrap|
3ac80284|Start CSShowdownWithHybrid nur über console: goto Tarek|
3ac80283|Start CSGunnAmbushArena|
3ac80282|Start CSChloeBustsPlayerAsThief|
3ac80281|Start CSCajasLocation5|
3ac80269|Start CSCajasLocation4|
3ac80268|Start CSCajasLocation3|
3ac80267|Start CSCajasLocation2|
3ac80266|Start CSCajasLocation1|
3ac80265|Start CSRomanceCaja|
3ac80264|Start CSPlayerBoughtNewDecorationForHome|
3ac80263|Start CSPlayerBoughtCraftingbenchOUT|
3ac80262|Start CSPlayerBoughtCraftingbenchBSK|
3ac80261|Start CSPlayerBoughtCraftingbenchKLE|
3ac80260|Start CSPlayerBoughtStandardtMerchantForHOM|
3ac80248|Start CSArxConjunction|
3ac80247|Start CSGlidersLastFlight|
3ac80246|Cutscenes|
3ac80245|(CSConverterDown_XACW)|
3ac80244|(CSConverterDown_XACE)|
3ac80243|(CSConverterDown_TAV)|
3ac80242|(CSConverterDown_IGN)|
3ac80241|(CSConverterDown_ABEN)|
3ac80240|(CSConverterDown_ABES)|
3ac8023f|Set BigBang Battle ready|
3ac80227|Set Ulbricht Ready for Ulbrichts Battle|
3ac80226|Wie wäre es mit Caja? Sie ist eine sehr mächtige Magierin.|
3ac80225|CrewComments_PlayerActionGood|
3ac80224|Tausche Elex gegen Mana.|
3ac80223|CSThoraldIcepalaceBattleSetup|
3ac80222|CSUlbrichtBattleSetup|
3ac80221|Run Sestak_ReportZardom|
3ac80220|StartInstantHybridControlScreen|
3ac8021f|Start CSWardekAgainstElexetors|
3ac8021e|Start CSWardeksHelpAgainstKallax|
3ac80206|CutsceneInfos|
3ac80205|Start CSBuildOfAConverter|
3ac80204|CSArxConjunction|
3ac80203|TeleportBackToCamp|
3ac80202|OnInfo_AddLoyaltyAmount dumb|
3ac80201|OnInfo_AddLoyaltyAmount Caja dumb|
3ac80200|CSNastyPlayWithTheFire|
3ac801ff|CSCajaMoreThanJustFriends|
3ac801fe|OnInfo_LoyaltyCheck Partymember|
3ac801fd|OnInfo_AddLoyaltyAmount hatecrew|
3ac801e5|OnInfo_LoyaltyCheck Ray|
3ac801e4|OnInfo_LoyaltyCheck Arx|
3ac801e3|OnInfo_LoyaltyCheck Falk|
3ac801e2|OnInfo_LoyaltyCheck Duras|
3ac801e1|OnInfo_LoyaltyCheck Nasty|
3ac801e0|OnInfo_LoyaltyCheck Caja|
3ac801df|OnInfo_AddLoyaltyAmount Caja hatecrew|
3ac801de|OnInfo_AddLoyaltyAmount lovecrew|
3ac801dd|OnInfo_AddLoyaltyAmount Caja concrew|
3ac801dc|OnInfo_AddLoyaltyAmount Caja procrew|
3ac801c4|OnInfo_AddLoyaltyAmount Caja lovecrew|
3ac801c3|OnInfo_AddLoyaltyAmount clever|
3ac801c2|OnInfo_AddLoyaltyAmount Caja clever|
3ac801c1|Loyalität|
3ac801c0|CSCajasPunishTeleport|
3ac801bf|CSPlayerSeemsToBeNoRealAlb|
3ac801be|CSKallaxBecomesElexetor|
3ac801bd|CSWardekAgainstElexetors|
3ac801bc|CSWardeksHelpAgainstKallax|
3ac801bb|CSPlayersGliderRepair|
3ac801a3|CSZardomMeetsTarek|
3ac801a2|CSVisionKallaxMyBrother|
3ac801a1|CSVisionSoldiersWarning|
3ac801a0|CSVisionKallaxMyPal|
3ac8019f|CSVisionBadAlbCommander|
3ac8019e|CSProlog|
3ac8019d|OnQuestSuccess_EndgameSoulConsequences|
3ac8019c|Set SoulSyntheticRange|
3ac8019b|Set SoulNeutralRange|
3ac8019a|Set SoulEmotionalRange|
3ac80182|Soul|
3ac80181|Thorald_TheLastFlight success|
3ac80180|Set Caja_PlayerWantsRomance|
3ac8017f|CSNastysLoccation4|
3ac8017e|CSNastysLocation3|
3ac8017d|CSNastysLocation2|
3ac8017c|CSNastysLocation1|
3ac8017b|CSCajasLocation5|
3ac8017a|CSCajasLocation4|
3ac80179|CSCajasLocation3|
3ac7fe6a|CSCajasLocation2|
3ac7fe69|CSCajasLocation1|
3ac7fe68|CSTomsReconversion|
3ac7fe67|CSRayShowsWaltersHideout|
3ac7fe66|CSRayShowsJacksonsHideout|
3ac7fe65|CSRayShowsBombysHideout|
3ac7fe64|CSGlidersLastFlight|
3ac7fe63|CSUlbrichtsBattleBegins|
3ac7fe62|CSBuildOfAConverter|
3ac7fe61|CSHybridsOrder|
3ac7fe49|CSPlayerFindsRay|
3ac7fe48|CSIntroCrash|
3ac7fe47|CSRayShowsMasonsHideout|
3ac7fe46|CSRayShowsLeosHideout|
3ac7fe45|Set GE Reinhold_JoinKLE|
3ac7fe44|Set GE William_JoinOUT|
3ac7fe43|CSPlayerJoinOUT|
3ac7fe42|CSPlayerJoinKLE|
3ac7fe41|Player_BattleAgainstHybrid success|
3ac7fe40|Make Zardom ready for chapter change3|
3ac7fe28|CSEpilog|
3ac7fe27|CSShowdownWithHybrid|
3ac7fe26|CSDawkinsMutation|
3ac7fe25|Wardek_ShowdownWithKallax running|
3ac7fe24|CSShowdownWithKallax|
3ac7fe23|CSTheBastard|
3ac7fe22|Wardek_InTheDark running|
3ac7fe21|Set Chapter 4|
3ac7fe20|Wardek_Brotherlove Running|
3ac7fe1f|CSKallaxTrap|
3ac7fe07|Player_ShutDownConverterABEN success|
3ac7fe06|Thorald_WarAgainstTheMachine|
3ac7fe05|Player_ShutDownConverterXACE success|
3ac7fe04|Player_ShutDownConverterXACW|
3ac7fe03|Player_ShutDownConverterIGN success|
3ac7fe02|Player_ShutDownConverterTAV success|
3ac7fe01|Player_ShutDownConverterABES|
3ac7fe00|Thorald_FamilyBusiness|
3ac7fdff|Ulbricht_HisBattle success|
3ac7fdfe|Player_FindRaysContract success|
3ac7fde6|Harley_BringReactorDevice success|
3ac7fde5|CSChapterChange4|
3ac7fde4|Set Chapter 3|
3ac7fde3|Logan_HelpToBuildBigBang success|
3ac7fde2|Konrad_KillBigBang success|
3ac7fde1|UpdateMainQuestSituation|
3ac7fddf|SetCrewMember Nasty|
3ac7fdde|SetCrewMember Crony|
3ac7fddd|SetCrewMember Arx|
3ac7fdc5|SetCrewMember Caja|
3ac7fdc4|SetCrewMember Ray|
3ac7fdc3|SetCrewMember Falk|
3ac7fdc2|SetCrewMember Duras|
3ac7fdc1|Crew|
3ac7fdbf|csi_reavertalks|
3ac7fdbe|CSMyCampPresentation|
3ac7fdbc|Thorald_ProofOfLoyalty running|
3ac7fda4|Chapter 4 Quests|
3ac7fda3|(Elevator_Evacuationvoice)|
3ac7fda2|(Konverter abschalten.)|
3ac7fda1|(Konverter abschalten.)|
3ac7fda0|(Konverter abschalten.)|
3ac7fd9f|(Konverter abschalten.)|
3ac7fd9e|(Konverter abschalten.)|
3ac7fd9d|(Konverter abschalten.)|
3ac7fd9c|Set Chapter 2|
3ac7fd9b|Chapter 3 Quests|
3ac7fd83|CSKillWeakestElexetor|
3ac7fd82|CSChapterChange3|
3ac7fd81|Player_KillWeakestElexetor success|
3ac7fd80|Logan_ReportBigBangsStatus success|
3ac7fd7f|Player_ShutDownConverterABEN success|
3ac7fd7e|Zardom_AbessaInvasion running|
3ac7fd7d|Zardom_RecruitCaja success|
3ac7fd7c|Loyd_PlayerGetsHomebase success|
3ac7fd7b|Chapter 2 Quests|
3ac7fd7a|Es ist nicht persönlich. (Kral angreifen)|
3ac7fd62|Set GE Ragnar_JoinBSK |
3ac7fd61|CSPlayerJoinBSK|
3ac7fd60|Player_EmotionChaos success|
3ac7fd5f|Player_KillFirstAlbs success|
3ac7fd5e|Ray_MeetHim success|
3ac7fd5d|Player_JoinGuild success|
3ac7fd5c|Player_FindGoodStuff success|
3ac7fd5b|Chapter1 Quests|
3ac7fd5a|CSChapterChange2|
3ac7fd59|CSMeetFirstAlbs|
3ac7fd41|Start CSVisionKallaxMyPal|
3ac7fd40|Der Drückeberger Barin war es. (Lüge)|
3ac7fd3f|Die Spur ist kalt. Der Mörder ist schon über alle Berge. (Lüge)|
3ac7fd3e|Set PartyEnabled True|
3ac7fd3d|Start Duras_Investigations|
3ac7fd3c|Ich weiß es nicht. (Lüge)|
3ac7fd3b|CSMeetFirstFighter|
3ac7fd3a|CSFirstLookOnEdan|
3ac4dcf1|Das war's|Feind wurde getötet. Nach dem Kampf. (NPC und Mpnster)
3ac4dcf0|Und jetzt bleib liegen.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
3ac4dcef|Das war's mit dir!|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
3ac2c0cb|Heranzoomen|
3ab9cb0c|Waffensystem|
3aaf748a|Arx wurde von den Albs ausgestoßen und ist nun vogelfrei. Ich soll dafür sorgen, dass seine ehemaligen Verbündeten sterben und ihm dann ihre Schädel bringen.|
3aa639f0|Gaurudium|
3aa5d80a|Probe I-56 ist eingegangen. Bis jetzt hat noch keine länger ohne Licht überlebt. Probe R-23 wächst mäßig, das künstliche Licht hilft. Passe das Spektrum noch minimal an und setze damit Probe R-24 an.\r\nEs geht zu langsam... wir werden verhungern, bevor wir eine Lösung gefunden haben. Wäre doch nur Mr Giddon noch hier. Er hatte bereits einige Lösungen ausgearbeitet, wie Pflanzen in einer Kapsel im All gepflegt werden können. Das Problem habe ich zu übertragen versucht, aber seine Aufzeichnungen sind so schlampig geführt...\r\nDas Wasser ist kontaminiert. Mir ist es heute morgen beim meinem ersten Rundgang an den Proben B-467, 468 und 469 aufgefallen. Zuerst wollte ich das Wasser entfernen und das Leck melden, aber als ich die Proben gerade entsorgen wollte, fiel mir eine Veränderung an den Pflanzen auf. Sie sind nicht eingegangen, wie ich es bei verseuchtem Wasser erwartet hätte. Habe alles belassen wie es war und werde beobachten, was passiert.\r\nTag 62 nach dem Einschlag:\r\nMutationen, sie schreiten sehr schnell voran. Ich habe das Leck und meine Beobachtungen weitergegeben. Das Wasser muss untersucht werden. Ich konnte nicht feststellen, was für eine Substanz diese Neuerung hervorgerufen hat. Hoffentlich finden die Leute im Labor mehr heraus.|
3aa5a85a|Die Konverter der Albs liefern das Elex in den Eispalast. Wenn ich den Elex-Nachschub stoppen will, muss ich die Konverter abschalten.|
3aa2c552|Leben erspüren|
3aa19e59|Granatenkiste|
3a9f8b04|Testaxt von Gorortron|
3a92bcaf|Berserker|
3a92bcae|Berserker|
3a92bcad|Berserker|
3a92bcac|Berserker|
3a90e04a||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
3a90e049||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
3a90e048||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
3a90e047||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
3a8aa350|Erich will, dass ich dem Techniker Lutz einen Energieregulator liefere. Dieser wird benötigt, um die Sicherheit im Lager aufrechtzuerhalten.|
3a87e296|Anleitung Ring der Vitalität|
3a8470f5|Nun geh doch endlich!|zweite Warnung, Feigling wird bedroht
3a83b23e|War klar das ihm das irgendwann passiert.|Jemand stirbt durch Sturz. (auch nach Jetpack)
3a7edd27|80 Stunden ELEX gespielt.|
3a7bbc7a|Trollkraut|
3a74c502|Nachricht an Vance|
3a746764|Du solltest das lieber lassen.|Spieler begeht kleinen Diebstahl oder macht Unsinn (zb. an Truhe gehen aber nichts nehmen.)
3a746763|Ääähm...|Spieler begeht kleinen Diebstahl oder macht Unsinn (zb. an Truhe gehen aber nichts nehmen.)
3a746762|Was machst du da?|Spieler begeht kleinen Diebstahl oder macht Unsinn (zb. an Truhe gehen aber nichts nehmen.)
3a71a809|Hagen sagt, ich soll mich bei Reinhold melden. Er hat zu entscheiden, ob ich meine Aufgabe gut erledigt habe.|
3a71657a|Mörder!|Mörder wird attackiert
3a6d7bf6|Duras will, dass ich nachsehe, was Barin an seinem Lieblingsort versteckt haben könnte.|
3a6a4aa6|Ring der Beständigkeit|
3a6a4a85|Ring der Ausdauer|
3a66b7c7|Was machst du da?|Spieler begeht kleinen Diebstahl oder macht Unsinn (zb. an Truhe gehen aber nichts nehmen.)
3a66b7c6|Was zum...|Spieler begeht kleinen Diebstahl oder macht Unsinn (zb. an Truhe gehen aber nichts nehmen.)
3a66b7c5|Was soll das denn werden?|Spieler begeht kleinen Diebstahl oder macht Unsinn (zb. an Truhe gehen aber nichts nehmen.)
3a662ae5|Deckung!!|NPC wirft Handgranate (Der Werfer ruft)
3a63b5dd|Verdammter Mörder!|Mörder wird attackiert
3a556e67|Uaah... Ich hör hier doch was?|Schlafender NPC wechselt in Observe oder Threaten und sagt dann einleitend diese SVM (z.B. verschlafen "Ehh ... wer ist denn da.", "War da was?").
3a53549c|Ich werde hier warten.|PartyMember geht automatisch in den Wait mit späterem AutoRejoin und folgt nicht mehr dem Leader (z.B. "Ich bleib hier stehen.").
3a47d9dc|Setzerin|
3a47d59b|Kriegerin|
3a47c497|Setzerin|
3a47c056|Setzerin|
3a47493a|Kriegerin|
3a4744f9|Setzerin|
3a4740b8|Setzerin|
3a473c77|Heilerin|
3a473836|Setzerin|
3a45fb37|Mord und Totschlag|
3a3dc909|Der Singvogel|
3a398b02|Anleitung Ring der Geschicklichkeit|
3a32be4a|Deine Hilfe lässt zu wünschen übrig.|erhebt sich schwerfällig nach K.O. - nur Party oder Guides (Triggered zu 50% gemischt mit SVM_StandUp)
3a31c718|Ich will Gewissheit darüber, wer der Urheber meines Niedergangs am Hofe des Eispalastes war. Wenn ich Glück habe, finde ich noch Hinweise darauf in den Resten meiner persönlichen Habe im Eispalast.|
3a30d76a|Damit kann man einen Trank herstellen, der den Organismus mit Elex anreichert.|
3a2ffacb|Diebe können mir gestohlen bleiben.|Mit Dieben rede ich nicht. Für Händler
3a268e93|Parade|
3a1f892f|Was wird denn das?|Kampfzuschauer, unsicher, ob er mitkämpfen soll
3a1f892e|Hört doch auf damit.|Kampfzuschauer, unsicher, ob er mitkämpfen soll
3a1f892d|Muss ich für Ruhe sorgen?|Kampfzuschauer, unsicher, ob er mitkämpfen soll
3a13c10e|Verstrahlte Schrotmunition|
3a0d660b|Rüstung|
3a0a7ba6|Heilmittel gegen den Grauen Tod|
3a0371ad||ich werde bewusstlos durch einen schweren Treffer
3a024634|Die Schlacht von Ignadon|
39f8b430|Sachte, ganz sachte!|zweite Warnung, Feigling wird bedroht
39f852a8|Die Kleriker in Ignadon|
39f4e8a0|HUD|
39f19dba|Überlegener Feuerschlägel der Berserker. Ideal zum Schneiden und Toasten von Brot.|
39f0a850||
39eefa12|Ich habe ganz schön was abbekommen.|Feind wurde getötet. Ich bin angeschlagen. Nach dem Kampf.
39eefa11|Verdammt harter Kampf.|Feind wurde getötet. Ich bin angeschlagen. Nach dem Kampf.
39e9cf1e|Was kannst du mir beibringen?|Teacher Dialog
39e9cf1d|Bring mir etwas bei.|Teacher Dialog
39dd69e9|Du bist tot!|sichtet menschlichen Feind, greift an
39dd02d4|Ich bin mal weg Leute. Trinkt nicht so viel.|NPC verlässt SmallTalk Gruppe
39d61e71|Loos!|Kampfzuschauer, Gegner umkreisen sich
39d61e70|Mach sie fertig!|Kampfzuschauer, Gegner umkreisen sich
39d61e6f|Greif sie an!|Kampfzuschauer, Gegner umkreisen sich
39d61e6e|Los jetzt!|Kampfzuschauer, Gegner umkreisen sich
39d1b61d|War das schon alles?|Feind wurde getötet. Nach dem Kampf. (NPC und Mpnster)
39d1b61c|Guter Kampf.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
39d1b61b|Das wars.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
39cf3b8c|... Sie wollten mich loswerden. Ich habe mich einfach zu sicher gefühlt. ...\r\nAber ich werde ihnen zeigen, dass ich hier überleben kann. ...\r\nIch wünschte, ich könnte mich noch mal in das verfallene Gebäude oben in Goliet schleichen. Am liebsten bin ich immer auf den Dachboden geklettert. Dort hat niemand einen gesehen und man hatte einen wundervollen Blick nach unten...\r\n...|
39cecaa5|Herbert|
39cd0721|Jetzt nicht.|Allgemeine Refuse. Ich will nicht mit dir reden.
39ab05e0|Der Schmerz sticht.|Feind wurde getötet. Ich bin angeschlagen. Nach dem Kampf.
39ab05df|Das war knapp.|Feind wurde getötet. Ich bin angeschlagen. Nach dem Kampf.
3999901a|Ein Outlaw namens Ray wird steckbrieflich gesucht.|
397f1e7e|Dem Vieh reiß ich den Arsch auf!|sichtet Monster, greift an
397762c6|Beurteilungsbogen|
39747da1|Fenster|
3968cdbc|Beil|
395c5987|Franks Reisebericht|
3958d754|Klerikerin|
3957bbec|Der Zünder|
394bc716|Askor war ein guter Leser. Das ist Grundvoraussetzung, wenn man zum Krieger befördert werden will. Darum bleiben viele Bewohner von Goliet nur Setzer oder Werker.|
394bab23|Bewirb dich jetzt|
3944db2a|Ich denke, das brauchst du jetzt nicht mehr.|
393d327b|Eine kurze Nachricht eines Feldarbeiters an den Farmer.|
3923a37a|Bewirb dich jetzt|
3917006d||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
3917006c||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
3917006b||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
3917006a||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
39170069||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
39161cb6|Diese Waffe wurde Volkmar entwendet.|
390b5f99|Energy collects above the ice palace|
3904facc||
39046c1f|Verfluchte Biester!|sichtet Monster, greift an
38feec6b|Zerknüllter Zettel|
38fc798c|Überwachungsprotokoll 3|
38fc798b|Überwachungsprotokoll 2|
38fc798a|Überwachungsprotokoll 1|
38f82a09|Diese meisterliche Axt der Berserker verursacht zusätzlichen Giftschaden.|
38f64178|Leichter Schlag|
38f48e4c||ich werde getroffen - kurzes, hartes Ächzen
38f48e4b||ich werde getroffen - kurzes, hartes Ächzen
38f48e4a||ich werde getroffen - kurzes, hartes Ächzen
38f48e49||ich werde getroffen - kurzes, hartes Ächzen
38f48e48||ich werde getroffen - kurzes, hartes Ächzen
38efaea8|Verbrechern habe ich nichts zu sagen.|Mit Schlägern rede ich nicht. Für Händler
38dfa049|Uuaaah... War da was?|Schlafender NPC wechselt in Observe oder Threaten und sagt dann einleitend diese SVM (z.B. verschlafen "Ehh ... wer ist denn da.", "War da was?").
38da4a98|Jetzt lass mich einfach in Ruhe.|zweite Warnung, Feigling wird bedroht
38d7c7d4|Sie kann in der richtigen Anwendung eine heilende Wirkung entfalten.|
38d7c7d3|Sie kann in der richtigen Anwendung eine heilende Wirkung entfalten.|
38d7536a|Kontakt|
38cfa68c|Max will mit William über seine Belohnung sprechen. Ich begleite ihn besser.|
